Customer_ID   Employee_ID    Order_ID       Product_ID     Quantity  Total_Retail_Price  CostPrice_Per_Unit  Discount  Order_Type  Order_Date   Delivery_Date  Shipping  Profit
70100         99999999       1242578860     240200100173   4         1937.2              247.7               .         2           20JUN2014    24JUN2014      193.72    946.4
12            121037         1242610991     220131400047   2         48.4                11.1                .         1           23JUN2014    23JUN2014      8.95      26.2
45            121109         1242647539     240700200009   2         56                  11.35               .         1           27JUN2014    27JUN2014      8.95      33.3
90            121037         1242657273     220130100410   3         33.6                5.7                 .         1           28JUN2014    28JUN2014      8.95      16.5
90            99999999       1242691897     240500100062   2         110.2               24.05               .         2           02JUL2014    04JUL2014      12.95     62.1
10            121107         1242736731     240700200010   3         80.7                10.3                .         1           07JUL2014    07JUL2014      10.95     49.8
24            99999999       1242773202     240600100185   2         70.2                15.6                .         3           11JUL2014    14JUL2014      10.95     39
27            99999999       1242782701     240500200081   3         403.5               56.05               .         3           12JUL2014    17JUL2014      40.35     235.35
10            121105         1242827683     240700300002   1         21.99               7.25                .         1           17JUL2014    17JUL2014      6.95      14.74
10            121027         1242836878     210201300067   2         60.6                13.5                .         1           18JUL2014    18JUL2014      10.95     33.6
41            120195         1242838815     210200500007   1         39.4                17.8                .         1           19JUL2014    19JUL2014      8.95      21.6
41            120195         1242838815     210200600056   1         50.4                22.75               .         1           19JUL2014    19JUL2014      8.95      27.65
2806          99999999       1242848557     240100100312   3         54.3                7.7                 .         2           19JUL2014    23JUL2014      8.95      31.2
70165         99999999       1242923327     240200100081   2         16.6                3.65                .         3           28JUL2014    29JUL2014      6.95      9.3
171           120124         1242938120     240100200004   1         35.2                14.8                .         1           30JUL2014    30JUL2014      8.95      20.4
65            99999999       1242977743     240400200012   2         351.4               75.95               .         2           03AUG2014    07AUG2014      35.14     199.5
2806          99999999       1243012144     240100100615   2         25.8                5.45                .         2           06AUG2014    10AUG2014      6.95      14.9
2806          99999999       1243012144     240100400083   2         219                 54.7                .         2           06AUG2014    10AUG2014      21.9      109.6
10            120733         1243026971     230100500082   2         252.2               58.6                .         1           08AUG2014    08AUG2014      25.22     135
41            120143         1243039354     230100600003   1         17.6                7.75                .         1           10AUG2014    10AUG2014      6.95      9.85
53            99999999       1243049938     220130300001   2         180.4               38.3                .         3           11AUG2014    14AUG2014      17.95     103.8
10            121032         1243110343     210200600067   2         134                 28.9                .         1           17AUG2014    17AUG2014      15.95     76.2
10            121032         1243110343     210201200038   3         60.9                9.3                 .         1           17AUG2014    17AUG2014      10.95     33
171           120159         1243127549     240400300035   1         19.1                7.7                 .         1           20AUG2014    20AUG2014      6.95      11.4
45            120734         1243152030     230100400010   1         40.2                16.85               .         1           22AUG2014    23AUG2014      8.95      23.35
90            121089         1243152039     240500200003   2         47.6                11.4                .         1           22AUG2014    22AUG2014      8.95      24.8
70201         99999999       1243165497     240200100052   2         201.2               51.9                .         3           24AUG2014    29AUG2014      20.12     97.4
70201         99999999       1243165497     240200100116   3         658.5               124.9               .         3           24AUG2014    29AUG2014      65.85     283.8
70201         99999999       1243165497     240200100207   2         215.8               53.35               .         3           24AUG2014    29AUG2014      21.58     109.1
10            121061         1243198099     220200200018   3         199.2               30.25               .         1           27AUG2014    27AUG2014      17.95     108.45
10            121061         1243198099     220200300154   3         256.2               39.8                .         1           27AUG2014    27AUG2014      25.62     136.8
171           120141         1243227745     230100500004   2         6.4                 1.35                .         1           31AUG2014    10SEP2014      6.95      3.7
928           99999999       1243269405     230100600030   1         86.3                41.4                .         2           04SEP2014    08SEP2014      10.95     44.9
27            99999999       1243279343     240500200082   2         78.4                16.45               .         3           05SEP2014    10SEP2014      10.95     45.5
31            121057         1243290080     220200100137   1         50.3                25.25               .         1           06SEP2014    06SEP2014      8.95      25.05
45            121065         1243290089     230100600015   1         78.2                39.2                .         1           06SEP2014    06SEP2014      10.95     39
5             121026         1243315613     210200500016   1         52.5                22.25               .         1           09SEP2014    09SEP2014      8.95      30.25
12            121051         1243398628     240200100053   1         87.2                44.95               .         1           18SEP2014    18SEP2014      10.95     42.25
69            121029         1243417726     210201300016   1         23.5                9.2                 .         1           20SEP2014    20SEP2014      6.95      14.3
24            99999999       1243462945     240600100102   1         46.1                19.7                .         3           25SEP2014    28SEP2014      8.95      26.4
41            120195         1243465031     210200600067   2         134                 28.9                .         1           26SEP2014    26SEP2014      15.95     76.2
11            99999999       1243485097     220200100002   2         78.2                19.65               .         3           28SEP2014    02OCT2014      10.95     38.9
89            121024         1243515588     240100400098   1         251.8               125.85              .         1           01OCT2014    01OCT2014      25.18     125.95
89            121024         1243515588     240100400125   1         114.2               44.6                .         1           01OCT2014    01OCT2014      12.95     69.6
31            121060         1243568955     220200300096   1         172.5               78.5                .         1           07OCT2014    07OCT2014      17.95     94
171           120138         1243643970     220200200035   1         101.5               46.25               .         1           16OCT2014    16OCT2014      12.95     55.25
70079         99999999       1243644877     240200100098   1         14.6                6.75                .         3           16OCT2014    19OCT2014      6.95      7.85
41            120124         1243661763     240100100463   2         29.4                6.05                .         1           18OCT2014    18OCT2014      6.95      17.3
69            121065         1243670182     230100500004   1         3.2                 1.35                .         1           18OCT2014    18OCT2014      6.95      1.85
31            121061         1243680376     220200100190   1         63.5                29.95               .         1           19OCT2014    19OCT2014      10.95     33.55
10            121053         1243797399     240300100028   2         1066.4              251.35              .         1           01NOV2014    01NOV2014      106.64    563.7
10            121053         1243797399     240300300065   1         321.5               146.35              .         1           01NOV2014    01NOV2014      32.15     175.15
41            120128         1243799681     220130100354   1         17                  8.45                .         1           02NOV2014    02NOV2014      6.95      8.55
41            120128         1243799681     220130800096   3         222.3               35.3                .         1           02NOV2014    02NOV2014      22.23     116.4
10            120732         1243815198     230100500092   4         471.2               49.05               .         1           03NOV2014    03NOV2014      47.12     275
10            120732         1243815198     230100500096   1         35.5                17.25               .         1           03NOV2014    03NOV2014      8.95      18.25
171           120127         1243817278     220131400328   1         19                  8.85                .         1           04NOV2014    04NOV2014      6.95      10.15
908           99999999       1243887390     230100700008   1         519.3               253.2               .         2           11NOV2014    15NOV2014      51.93     266.1
34            121068         1243951648     230100600030   1         86.3                41.4                .         1           18NOV2014    18NOV2014      10.95     44.9
90            121028         1243960910     210200100009   2         69.4                15.5                .         1           19NOV2014    19NOV2014      10.95     38.4
215           120175         1243963366     240600100080   2         60.8                9.2                 .         1           20NOV2014    20NOV2014      10.95     42.4
171           120124         1243991721     240100100354   1         29.9                14.3                .         1           23NOV2014    23NOV2014      6.95      15.6
70187         99999999       1243992813     220130100421   1         8.2                 4.15                .         2           23NOV2014    28NOV2014      6.95      4.05
2806          99999999       1244066194     240100100159   1         31.4                13.9                .         2           30NOV2014    04DEC2014      8.95      17.5
2806          99999999       1244066194     240100100605   3         144.6               20.75               .         2           30NOV2014    04DEC2014      15.95     82.35
14104         99999999       1244086685     220130100516   2         80.4                20.2                .         3           03DEC2014    06DEC2014      10.95     40
14104         99999999       1244086685     220130100631   2         114.2               28.65               .         3           03DEC2014    06DEC2014      12.95     56.9
45            121107         1244107612     240700100001   5         118                 12.3                .         1           05DEC2014    05DEC2014      12.95     56.5
45            121107         1244107612     240700400031   2         126                 31.6                .         1           05DEC2014    05DEC2014      15.95     62.8
45            121109         1244117101     240700100007   2         45.7                9.3                 .         1           06DEC2014    06DEC2014      8.95      27.1
45            121109         1244117101     240700100017   2         19.98               11.4                0.4       1           06DEC2014    06DEC2014      6.95      -2.82
49            121117         1244117109     240700400003   2         24.8                5.6                 .         1           06DEC2014    06DEC2014      6.95      13.6
31            121121         1244171290     240800100042   3         760.8               105.3               .         1           12DEC2014    12DEC2014      76.08     444.9
10            121092         1244181114     240500200016   3         95.1                14.5                .         1           13DEC2014    13DEC2014      12.95     51.6
10            121092         1244181114     240500200122   2         48.2                11.5                .         1           13DEC2014    13DEC2014      8.95      25.2
89            121118         1244197366     240700200018   4         75.2                10.3                .         1           15DEC2014    15DEC2014      10.95     34
5             121040         1244296274     220131400130   2         33.8                5.7                 .         1           26DEC2014    26DEC2014      8.95      22.4
